음향신호관리번호,지주관리번호,방향,제조회사,시설번호,표출구분,종류,상태,이력ID,위치정보,경도,위도
24-0000001553,02-0000105378,180,.,-,1,1,001,8724,1  ,126.92199744400912,37.58643394829219
24-0000001553,02-0000105378,180,-,-,1,1,001,8725,1  ,126.92199744400912,37.58643394829219
24-0000001823,02-0000105392,180,.,-,1,1,001,8726,1  ,126.93925179687564,37.61046598155267
24-0000001823,02-0000105392,180,-,-,1,1,001,8727,1  ,126.93925179687564,37.61046598155267
24-0000001823,02-0000105392,180,.,-,1,1,001,8728,1  ,126.93925179687564,37.61046598155267
24-0000004846,02-0000117859,180,대한신호,-,2,1,001,9718,1  ,126.99717433471693,37.57613656104364
24-0000000497,02-0000105395,180,-,-,1,1,001,8730,1  ,126.92024408977466,37.62589661392299
24-0000005128,02-0000105398,180,.,-,1,1,001,8731,1  ,126.93316337619123,37.60946669081531
24-0000005128,02-0000105398,180,.,0,1,1,001,8732,1  ,126.93316337619123,37.60946669081531
24-0000019754,02-0000101650,-,대한신호,-,2,1,001,24482,-,126.98994894862248,37.577441285275846
24-0000001888,02-0000105407,180,-,-,1,1,001,8735,1  ,126.92607598483224,37.6150628805644
24-0000006120,02-0000105408,180,한길에이치씨,0,2,1,001,8736,1  ,126.91893523220693,37.61636642631584
24-0000005964,02-0000105416,180,한길에이치씨,0,1,1,001,8738,1  ,126.91921847753216,37.63451464616541
24-0000005963,02-0000105416,180,한길에이치씨,0,1,1,001,8739,1  ,126.91921847753216,37.63451464616541
24-0000002991,02-0000068518,180,대한신호,-,2,1,001,5752,1  ,126.990290687545,37.57746913207498
24-0000002990,02-0000068513,180,대한신호,-,2,1,001,5750,1  ,126.99021996165288,37.57725288760733
24-0000000503,02-0000105418,180,0,-,1,1,001,8742,1  ,126.91911439986872,37.634852570302264
24-0000000503,02-0000105418,180,-,-,1,1,001,8743,1  ,126.91911439986872,37.634852570302264
24-0000000633,02-0000105419,180,-,-,1,1,001,8744,1  ,126.9322188403582,37.61430640762312
24-0000003332,02-0000105423,180,-,-,1,1,001,8746,1  ,126.91142751520441,37.613968365590125
24-0000013316,02-0000177858,180,대한신호,-,2,1,001,18044,1  ,126.92999592669933,37.6342745746575
24-0000001516,02-0000105424,180,-,-,1,1,001,8748,1  ,126.91104652663569,37.60925207539336
24-0000002069,02-0000001721,180,한길,-,2,1,001,149,1  ,126.93436398187804,37.556177498200526
24-0000003491,02-0000105430,180,-,-,2,1,001,8750,1  ,126.92112288912872,37.60306608612952
24-0000008524,02-0000105431,45 ,.,0,1,1,001,8751,1  ,126.92185602912208,37.60766664447777
24-0000019753,02-0000068520,-,대한신호,-,2,1,001,24481,-,126.99019082070912,37.57717900365711
24-0000000629,02-0000105435,180,0,-,1,1,001,8753,1  ,126.9204387976282,37.60177032371001
24-0000000629,02-0000105435,180,-,-,1,1,001,8754,1  ,126.9204387976282,37.60177032371001
24-0000005962,02-0000105446,180,한길에이치씨,0,1,1,001,8755,1  ,126.9191093064138,37.63541421234476
24-0000002505,02-0000117739,180,-,-,1,1,001,9706,1  ,127.03338427112189,37.49433596359429
24-0000005999,02-0000117746,180,정우신호테크,0,1,1,001,9707,1  ,127.08726768618578,37.492588414364874
24-0000009622,02-0000165714,180,한길,-,2,1,001,14350,1  ,126.95122492724255,37.542100734042414
24-0000019752,02-0000173483,-,대한신호,-,2,1,001,24480,-,126.9901136994795,37.577175055373466
24-0000010718,02-0000173274,180,한길,-,2,1,001,15446,1  ,126.93012965840516,37.54765876007676
24-0000019751,02-0000068530,-,대한신호,-,2,1,001,24479,-,126.98996568382854,37.57726530503338
24-0000006921,02-0000158412,180,대한신호,0,2,1,001,11768,1  ,126.9157355006344,37.55482772947503
24-0000004847,02-0000117858,180,대한신호,-,2,1,001,9716,1  ,126.9974976427144,37.57608718836514
24-0000004847,02-0000117858,180,삼일안전시스템,-,1,1,001,9717,1  ,126.99749068696967,37.57612685652767
24-0000004846,02-0000117859,180,삼일안전시스템,-,1,1,001,9719,1  ,126.99712984471414,37.57617859313963
24-0000004464,02-0000117873,180,-,-,2,1,001,9721,1  ,127.0272014551519,37.5740029291186
24-0000000798,02-0000117879,180,삼일안전,-,2,1,001,9722,1  ,127.03606718363878,37.57415962432955
24-0000000798,02-0000117879,180,0,0,1,1,001,9723,1  ,127.03604354740004,37.57421373435189
24-0000000798,02-0000117879,180,-,-,1,1,001,9724,1  ,127.03604354740004,37.57421373435189
24-0000008742,02-0000117897,45 ,양광시스템,0,2,1,001,9725,1  ,126.94016721256992,37.50790395883287
24-0000008741,02-0000117899,180,양광시스템,0,2,1,001,9726,1  ,126.9399872761888,37.507988031181156
24-0000003606,02-0000117935,180,-,-,1,1,001,9727,1  ,126.9040900818637,37.56324722833696
24-0000003606,02-0000117935,180,삼일안전시스템,-,1,1,001,9728,1  ,126.9040900818637,37.56324722833696
24-0000001297,02-0000117998,180,한길,-,2,1,001,9730,1  ,126.97700171968256,37.554967657569755
24-0000001297,02-0000117998,180,-,-,1,1,001,9731,1  ,126.97687324600841,37.554986520291784
24-0000001389,02-0000118000,180,한길,-,2,1,001,9732,1  ,126.97672381628644,37.554961387807325
24-0000001389,02-0000118000,180,.,-,1,1,001,9733,1  ,126.97671467091925,37.55497830977828
24-0000001389,02-0000118000,180,-,-,1,1,001,9734,1  ,126.97671467091925,37.55497830977828
24-0000003305,02-0000118028,180,신한개발,-,1,1,001,9736,1  ,126.88648262455354,37.53757260785194
24-0000001751,02-0000118141,180,-,-,1,1,001,9737,1  ,126.92605185235145,37.575972004541114
24-0000003307,02-0000118146,180,0,-,1,1,001,9738,1  ,126.89721310744633,37.51291651957763
24-0000003307,02-0000118146,180,-,-,1,1,001,9739,1  ,126.89721310744633,37.51291651957763
24-0000003319,02-0000118170,180,-,-,1,1,001,9741,1  ,126.90359782966583,37.56305016123395
24-0000003319,02-0000118170,180,삼일안전시스템,-,1,1,001,9742,1  ,126.90359782966583,37.56305016123395
24-0000003326,02-0000118174,180,.,-,1,1,001,9744,1  ,126.9130378872131,37.55047085586952
24-0000003326,02-0000118174,180,.,-,1,1,001,9745,1  ,126.9130378872131,37.55047085586952
24-0000003326,02-0000118174,180,-,-,1,1,001,9746,1  ,126.9130378872131,37.55047085586952
24-0000004107,02-0000118177,180,대한신호,-,2,1,001,9747,1  ,127.00174034334161,37.58386749064376
24-0000004107,02-0000118177,180,-,-,1,1,001,9748,1  ,127.00175498405564,37.58389753535594
24-0000004540,02-0000118181,180,삼일안전,-,1,1,001,9750,1  ,127.06801839841255,37.597397905463765
24-0000004540,02-0000118181,180,삼일안전,-,1,1,001,9751,1  ,127.06801839841255,37.597397905463765
24-0000004540,02-0000118181,180,-,-,1,1,001,9752,1  ,127.06801839841255,37.597397905463765
24-0000004576,02-0000118183,180,삼일안전시스템,-,2,1,001,9753,1  ,127.06796024851161,37.59725851666986
24-0000004576,02-0000118183,180,-,-,1,1,001,9754,1  ,127.06796334149857,37.597433232964065
24-0000004576,02-0000118183,180,0,0801-054(수),1,1,001,9755,1  ,127.06796334149857,37.597433232964065
24-0000000563,02-0000118186,180,삼일안전시스템,-,1,1,001,9756,1  ,127.00226403467961,37.580367093247496
24-0000000563,02-0000118186,180,-,-,1,1,001,9757,1  ,127.00226403467961,37.580367093247496
24-0000004844,02-0000118190,180,삼일안전시스템,-,1,1,001,9759,1  ,126.9969548086842,37.57585645141614
24-0000007862,02-0000118383,0  ,-,0,1,1,001,9761,1  ,126.9321855309432,37.487472430995915
24-0000006653,02-0000118384,0  ,-,0,1,1,001,9762,1  ,126.93211688597718,37.48748538491915
24-0000001294,02-0000118683,180,한길,-,2,1,001,9765,1  ,126.97718064779531,37.5550532870667
24-0000001294,02-0000118683,180,-,-,1,1,001,9766,1  ,126.97706541263304,37.55511867845376
24-0000000318,02-0000136755,180,-,-,1,1,001,10768,1  ,127.07967836276107,37.58475722626668
24-0000000319,02-0000136757,180,-,-,1,1,001,10770,1  ,127.07993359396983,37.58469575059884
24-0000004855,02-0000136886,180,삼일안전시스템,-,1,1,001,10772,1  ,127.01545117190045,37.57287507207416
24-0000001853,02-0000136891,180,0,-,1,1,001,10773,1  ,127.03468055858652,37.554399407845104
24-0000001853,02-0000136891,180,-,-,1,1,001,10774,1  ,127.03468055858652,37.554399407845104
24-0000005395,02-0000136949,180,한길에이치씨,0,2,1,001,10775,1  ,127.01669643493531,37.620007951376785
24-0000000214,02-0000137041,180,-,-,1,1,001,10776,1  ,127.12577466905024,37.508879121347675
24-0000001865,02-0000137288,180,-,-,1,1,001,10780,1  ,126.96733233241491,37.60571798455737
24-0000003686,02-0000137323,180,0,-,1,1,001,10781,1  ,126.93738328380174,37.55173326000757
24-0000003693,02-0000137893,180,양광시스템,-,2,1,001,10913,1  ,126.89973379255444,37.45745951394545
24-0000003693,02-0000137893,180,-,-,1,1,001,10914,1  ,126.89973368370435,37.45749380599623
24-0000003694,02-0000137899,180,대한신호,-,1,1,001,10915,1  ,126.89922463826746,37.45751899293566
24-0000003694,02-0000137899,180,대한신호,-,2,1,001,10916,1  ,126.89925661597688,37.45751001532767
24-0000003694,02-0000137899,180,-,-,1,1,001,10917,1  ,126.89922463826746,37.45751899293566
24-0000003695,02-0000137900,180,대한신호,-,1,1,001,10918,1  ,126.89942250512595,37.45742785129325
24-0000003695,02-0000137900,180,대한신호,-,2,1,001,10919,1  ,126.89946315049676,37.45741918897155
24-0000003695,02-0000137900,180,-,-,1,1,001,10920,1  ,126.89942250512595,37.45742785129325
24-0000003696,02-0000137910,180,-,-,1,1,001,10921,1  ,126.90104003771256,37.45275512376908
24-0000014286,02-0000169459,180,양광시스템,-,2,1,001,19014,1  ,126.96646011482618,37.50699949725852
24-0000017808,02-0000215386,-,대한신호,-,2,1,001,22536,-,127.05044032765804,37.66412743232597
24-0000004187,02-0000137911,180,-,-,1,1,001,10924,1  ,126.9012201844202,37.4527006379476
24-0000005383,02-0000154801,180,양광시스템,0,2,1,001,11399,1  ,127.01310439361923,37.495673970472424
24-0000003879,02-0000137912,180,-,-,1,1,001,10926,1  ,126.90131261214367,37.45280723517253
24-0000014285,02-0000169460,180,양광시스템,-,2,1,001,19013,1  ,126.96658907496871,37.50720196848453
24-0000003880,02-0000137913,180,-,-,1,1,001,10928,1  ,126.9015313791315,37.452763235303365
24-0000017807,02-0000215385,-,대한신호,-,2,1,001,22535,-,127.02414685855109,37.66019527407839
24-0000003698,02-0000137932,180,-,-,1,1,001,10931,1  ,126.90325421946831,37.448328754214195
24-0000017806,02-0000215384,-,대한신호,-,2,1,001,22534,-,127.02420915119906,37.66007193945371
24-0000003699,02-0000137933,180,-,-,1,1,001,10933,1  ,126.90304699989909,37.44835886234372
24-0000017805,02-0000215384,-,대한신호,-,2,1,001,22533,-,127.0242289839301,37.66007080915472
24-0000000883,02-0000137940,180,(주)네오텔레콤,-,1,1,001,10935,1  ,126.90340139373319,37.447414876507786
24-0000000883,02-0000137940,180,-,-,1,1,001,10936,1  ,126.90340139373319,37.447414876507786
24-0000000881,02-0000137941,135,0,0,1,1,001,10937,1  ,126.90309424852212,37.44747267072758
24-0000017804,02-0000103052,-,대한신호,-,2,1,001,22532,-,127.02432321851389,37.66015469367325
24-0000000881,02-0000137941,180,-,-,1,1,001,10939,1  ,126.90309424852212,37.44747267072758
24-0000003700,02-0000137950,180,-,-,1,1,001,10941,1  ,126.90349665234834,37.44371188679256
24-0000003704,02-0000137969,180,-,-,1,1,001,10945,1  ,126.90358796626417,37.440447033116655
24-0000003704,02-0000137969,180,(주)네오텔레콤,-,2,1,001,10946,1  ,126.90360724561226,37.440450304951106
24-0000008959,02-0000137982,180,대한신호,0,2,1,001,10947,1  ,127.01320829142753,37.603343601648525
24-0000017802,02-0000215382,-,대한신호,-,2,1,001,22530,-,127.02423558535897,37.66031930189709
24-0000004138,02-0000138310,180,(주)한길HC,-,2,1,001,10950,1  ,127.05155710482308,37.498721108189486
24-0000017801,02-0000215382,-,대한신호,-,2,1,001,22529,-,127.0242178790071,37.66032493666847
24-0000004848,02-0000138441,180,삼일안전시스템,-,1,1,001,10953,1  ,127.0155391547001,37.57288656758321
24-0000005788,02-0000159265,180,(주)한길에이치씨,0,2,1,001,11879,1  ,126.98232701874802,37.4851812332419
24-0000005789,02-0000159266,180,(주)한길에이치씨,0,2,1,001,11880,1  ,126.98246855439473,37.48553826512635
24-0000005790,02-0000159270,180,(주)한길에이치씨,0,2,1,001,11881,1  ,126.98181327132302,37.48517287726302
24-0000005794,02-0000159301,180,(주)한길에이치씨,0,2,1,001,11885,1  ,126.98210431066927,37.48799932800625
24-0000005795,02-0000159302,180,(주)한길에이치씨,0,2,1,001,11886,1  ,126.98248500644557,37.487919409670916
24-0000005797,02-0000159303,180,(주)한길에이치씨,0,2,1,001,11887,1  ,126.98236776432577,37.48801209435538
24-0000005796,02-0000159303,180,(주)한길에이치씨,0,1,1,001,11888,1  ,126.98235042667537,37.488024807573574
24-0000000487,02-0000118946,180,-,-,1,1,001,9780,1  ,126.98974935369282,37.494112168065875
24-0000000487,02-0000118946,180,.,-,1,1,001,9781,1  ,126.98974935369282,37.494112168065875
24-0000003302,02-0000118958,180,-,-,2,1,001,9782,1  ,126.90285255952843,37.43869276410104
24-0000004885,02-0000119194,180,삼일안전시스템,-,1,1,001,9786,1  ,127.0193333821699,37.60262616756012
24-0000004886,02-0000119195,180,삼일안전시스템,-,1,1,001,9787,1  ,127.01924598418715,37.602208283195054
24-0000004886,02-0000119195,180,삼일안전시스템,-,1,1,001,9788,1  ,127.01924598418715,37.602208283195054
24-0000001747,02-0000119373,180,삼일안전시스템,-,2,1,001,9789,1  ,127.0237193312666,37.56537432896733
24-0000001747,02-0000119373,180,-,-,1,1,001,9790,1  ,127.02370159499725,37.5653536373324
24-0000001748,02-0000119374,180,-,-,1,1,001,9792,1  ,127.02350010420683,37.56530415940507
24-0000001293,02-0000119386,180,-,-,1,1,001,9793,1  ,127.0645599953897,37.50020257413194
24-0000001419,02-0000119387,180,-,-,1,1,001,9794,1  ,127.06456842304942,37.49997428245601
24-0000003290,02-0000119435,180,0,-,1,1,001,9795,1  ,127.04897236947679,37.569981594784984
24-0000003290,02-0000119435,180,-,-,1,1,001,9796,1  ,127.04897236947679,37.569981594784984
24-0000007814,02-0000119531,180,-,0,2,1,001,9797,1  ,126.8374179890069,37.51247035615354
24-0000004538,02-0000119838,180,.,-,1,1,001,9799,1  ,126.86227647807344,37.54554545488694
24-0000004538,02-0000119838,180,-,-,1,1,001,9800,1  ,126.86227647807344,37.54554545488694
24-0000003286,02-0000119855,180,0,-,1,1,001,9802,1  ,126.95856000649096,37.495142778877295
24-0000003286,02-0000119855,180,-,-,1,1,001,9803,1  ,126.95856000649096,37.495142778877295
24-0000004539,02-0000119857,180,0,-,1,1,001,9805,1  ,126.9591787535096,37.49504788446951
24-0000004539,02-0000119857,180,-,-,1,1,001,9806,1  ,126.9591787535096,37.49504788446951
24-0000004539,02-0000119857,180,0,0801-121(수),1,1,001,9807,1  ,126.9591787535096,37.49504788446951
24-0000000262,02-0000119858,180,0,-,1,1,001,9809,1  ,126.95922933439115,37.49488869556017
24-0000000262,02-0000119858,180,-,-,1,1,001,9810,1  ,126.95922933439115,37.49488869556017
24-0000001749,02-0000120055,180,-,-,1,1,001,9812,1  ,127.02057054839396,37.58332248363153
24-0000005969,02-0000120061,180,-,0,1,1,001,9813,1  ,127.05623279795864,37.50692910840072
24-0000005969,02-0000120061,45 ,-,0,1,1,001,9814,1  ,127.05623279795864,37.50692910840072
24-0000005969,02-0000120061,90 ,-,0,1,1,001,9815,1  ,127.05623279795864,37.50692910840072
24-0000005969,02-0000120061,180,0,-,1,1,001,9816,1  ,127.05623279795864,37.50692910840072
24-0000006515,02-0000120356,180,한길에이치씨,0,2,1,001,9818,1  ,127.10023262764642,37.59995831592048
24-0000000797,02-0000120356,180,0,-,1,1,001,9819,1  ,127.1002148814913,37.599990583434696
24-0000000797,02-0000120356,180,-,-,1,1,001,9820,1  ,127.1002148814913,37.599990583434696
24-0000006219,02-0000120396,180,0,0,1,1,001,9821,1  ,127.07782811047664,37.55391684018883
24-0000004105,02-0000120500,180,0,-,1,1,001,9822,1  ,126.92840880426483,37.51760319760891
24-0000004105,02-0000120500,180,-,-,1,1,001,9823,1  ,126.92840880426483,37.51760319760891
24-0000004106,02-0000120501,180,-,-,1,1,001,9824,1  ,126.92805083210297,37.51737547811855
24-0000004106,02-0000120501,180,0,-,1,1,001,9825,1  ,126.92805083210297,37.51737547811855
24-0000000396,02-0000120522,180,0,-,1,1,001,9827,1  ,127.10138339970365,37.51110537200313
24-0000000396,02-0000120522,180,-,-,1,1,001,9828,1  ,127.10138339970365,37.51110537200313
24-0000000263,02-0000120579,180,진우산전,-,2,1,001,9829,1  ,127.11906336395366,37.4924937690834
24-0000000264,02-0000120583,180,-,-,1,1,001,9830,1  ,127.12250657713192,37.486387151760226
24-0000008529,02-0000120589,0  ,(주)대한신호,0,2,1,001,9831,1  ,127.11024877852756,37.502157121474156
24-0000000265,02-0000120592,180,(주)대한신호,-,2,1,001,9832,1  ,127.10980079885715,37.50191886503393
24-0000003725,02-0000137613,180,-,-,1,1,001,10830,1  ,126.91154515054616,37.49547032809234
24-0000003735,02-0000137630,180,한길에이치씨,-,1,1,001,10833,1  ,126.90956176229132,37.49296000841961
24-0000003735,02-0000137630,180,-,-,1,1,001,10834,1  ,126.90956176229132,37.49296000841961
24-0000006440,02-0000137632,0  ,-,0,1,1,001,10835,1  ,126.90915877310111,37.492230112184515
24-0000017883,02-0000215869,-,대한신호㈜,-,2,1,001,22611,-,127.0418345223378,37.63163589852147
24-0000003736,02-0000137634,180,-,-,1,1,001,10837,1  ,126.90763069948277,37.49078977957015
24-0000003737,02-0000137635,180,-,-,1,1,001,10839,1  ,126.90767844890634,37.49060792461458
24-0000003738,02-0000137636,180,-,-,1,1,001,10841,1  ,126.907845082073,37.49062907457933
24-0000017882,02-0000215868,-,대한신호㈜,-,2,1,001,22610,-,127.04186634120872,37.631558177199125
24-0000003739,02-0000137637,180,-,-,1,1,001,10843,1  ,126.90449218881894,37.48694704124142
24-0000017885,02-0000137545,-,대한신호㈜,-,2,1,001,22613,-,127.04109045082919,37.631997657428336
24-0000003740,02-0000137639,180,-,-,1,1,001,10845,1  ,126.90455291064772,37.4867811936914
24-0000017878,02-0000088376,-,대한신호㈜,-,2,1,001,22606,-,127.04164078322727,37.63147915746168
24-0000003741,02-0000137640,180,-,-,1,1,001,10847,1  ,126.90470128015306,37.486781313010454
24-0000003742,02-0000137641,180,-,-,1,1,001,10849,1  ,126.90479439970443,37.48662733241419
24-0000000348,02-0000137690,180,-,-,1,1,001,10852,1  ,126.97106137759327,37.581387133741245
24-0000003884,02-0000137714,180,-,-,1,1,001,10855,1  ,126.9809157212267,37.56218657620312
24-0000006150,02-0000137729,180,한길에이치씨,0,1,1,001,10858,1  ,126.91797292112226,37.567679795225274
24-0000003687,02-0000137802,180,-,-,1,1,001,10859,1  ,126.88040382564229,37.52911367710847
24-0000005018,02-0000137803,180,(주)한길에이치씨,0,1,1,001,10860,1  ,126.88095036339836,37.52926543234178
24-0000000882,02-0000137806,180,-,-,1,1,001,10862,1  ,126.90245958588797,37.48448684849068
24-0000003877,02-0000137810,180,대한신호,-,2,1,001,10863,1  ,126.90279329693857,37.484158778506135
24-0000003877,02-0000137810,180,-,-,1,1,001,10864,1  ,126.90279511697248,37.4841630433665
24-0000003878,02-0000137812,180,-,-,1,1,001,10866,1  ,126.90269147241153,37.48434328492889
24-0000003688,02-0000137815,180,-,-,1,1,001,10869,1  ,127.09274670132035,37.53677874816236
24-0000017880,02-0000215867,-,대한신호㈜,-,2,1,001,22608,-,127.04183408543307,37.63139584036168
